num_features,features,wMAPE_val,RMSE_val,MAE_val,R2_val,wMAPE_test,RMSE_test,MAE_test,R2_test
2,"('color', 'y')",0.33895990547016674,1831.4304329007487,1320.2828409511176,0.7886009833511352,0.33705976482206235,1981.8170953082529,1330.995189239017,0.7550142816712773
2,"('color', 'z')",0.35465418023231116,1860.019726654067,1381.4136158163328,0.781949438164177,0.35579768861675015,2345.8346700080947,1404.9882582136631,0.6567516739033465
2,"('clarity', 'depth')",0.7575081910059309,3940.5879034006234,2950.570407664565,0.021312256989073464,0.7495587429483,3964.3782648117117,2959.8877856065315,0.019689172121347576
2,"('clarity', 'table')",0.7532695697387738,3924.6720124449835,2934.0605525518913,0.029202059699759864,0.742186394319341,3939.859968460426,2930.775558094839,0.031777436179011964
2,"('clarity', 'x')",0.3205425253190892,1674.1105516495322,1248.5452973764202,0.8233594627242798,0.3124400259510695,1649.4942364630033,1233.7757717422082,0.8302869526752891
2,"('clarity', 'y')",0.3110243429381681,1688.3807513740871,1211.4710220070597,0.8203352430747204,0.30617350752371214,1864.4395882128933,1209.0302911165588,0.7831745489349536
2,"('clarity', 'z')",0.323325036076101,1707.767792138136,1259.3834559549366,0.8161855085826935,0.3216895878746302,2281.8424950618037,1270.3008147989694,0.6752232329298726
2,"('depth', 'table')",0.7702638920796055,3957.098623104086,3000.255143174844,0.013093843157323759,0.7539742423628393,3966.427623447355,2977.3238877231456,0.01867537999648461
2,"('depth', 'x')",0.3508611129427123,1850.5254908832594,1366.639238150385,0.7841697800426928,0.34601591456428826,1834.0092861167511,1366.3615944440405,0.7901945876981529
2,"('depth', 'y')",0.3387640464389358,1851.0682508297368,1319.519950373187,0.7840431552775623,0.33680445359667194,1992.7632742222024,1329.9870059783043,0.7523005465684903
2,"('depth', 'z')",0.3506082521950527,1850.116635819632,1365.654320167764,0.7842651405557082,0.34943671468792875,2313.7609873761535,1379.8697878954817,0.6660737079809211
2,"('table', 'x')",0.3489859135652511,1840.0025847664724,1359.3351484292418,0.7866174131498631,0.34409249696393385,1822.5862977497964,1358.766325473504,0.7927999629993134
2,"('table', 'y')",0.3373704202371005,1844.4660542134623,1314.0916364891868,0.7855809125918436,0.33521567271810726,1988.2719341189531,1323.713163986986,0.753415830867481
2,"('table', 'z')",0.3533317060885832,1883.8377675461202,1376.2624463376196,0.7763292940043524,0.35429747941680584,2341.0979783474177,1399.0641716380017,0.6581364432913266
2,"('x', 'y')",0.3507452426055951,1850.354544901759,1366.1879115615986,0.7842096536946159,0.34575955988482204,1833.796062475853,1365.3492907498023,0.7902433692105866
2,"('x', 'z')",0.3508258424452718,1848.740997961832,1366.50185602403,0.7845858367784986,0.34677445757181885,1848.0343063949438,1369.3569596558661,0.7869734740308284
2,"('y', 'z')",0.3516705142868839,1868.7407894910127,1369.7919375962683,0.7798998999677422,0.35195779163754015,2202.195916096234,1389.8251182013864,0.6974998929802587
3,"('carat', 'cut', 'color')",0.25446055057048494,1498.0367092723825,991.1493754731255,0.8585617020965277,0.24893202190267671,1441.4873684274348,982.992804777265,0.870390955496912
3,"('carat', 'cut', 'clarity')",0.23391346803829002,1371.8576320760772,911.1164274427837,0.8813848405294634,0.2243994735039679,1300.6355929269769,886.1176885328431,0.8944824020689481
3,"('carat', 'cut', 'depth')",0.25567329510177905,1551.6480939169855,995.8731371018171,0.848257032073048,0.2486663507657695,1492.7264282965982,981.9437118802535,0.8610130352643328
3,"('carat', 'cut', 'table')",0.2555426324990498,1552.4878139030902,995.3641931543076,0.8480927472943123,0.2488564365536666,1494.3903608095245,982.6943303035688,0.8607030068225874
